,0
283,"Mbiri ili ngati watsi, imatsatira ndandanda utatu wankhondo, ntendere ndi kuchitikaso"
284,Ndinayamba kuyendetsa thilakitale ya kwathu ndili ndi zaka 12 ndi cholinga chothandiza bambo anga nthawi yokolola.
285,"Sindikudziwa kuti chinachitika ndi chani usiku wathawu, koma sakuyankhulanaso mmawa uno."
286,Nduganiza kuti sizoyenera kuti ma boma ango'noang'ono azitumikira ku boma
287,Siine mbadwa ya chiyankhulo chachizungu ndipo zindikirani kuti pali zambiri zomwe ndiyenera kuphunzira
288,Ndava kuti sumadya masamba obiriwira. Ukunena kuti ndizakudya za nyama
289,Mmodzi mwa azimayi zikwi zinayi makumi asanu ndi asanu samadziwa kuti ndioyembekezera mpaka mu sabata ya makumi awiri a mimba
290,Ena mwa ma sapota a Matini Lutha king’I anayamba kumufusa za chikhulupiriro cha mu zionetsero za ntendere
291,Mayina awophunzira omwe adalakwa mayeso anamatidwa pa bolodi ya nkhani
292,Kuti tichepetse kusavana tiyenera kuphunzira njira zolumikizirana/zoyankhulirarana molondola
293,Thomu anamufusa Mele zangozi yapansewo yomwe anakhudzidwa ali ndi zaka zisanu
294,Thomu sanali omasuka pomwe amayenda yekha pakati pa usiku mu nsewu omwe unasiya kudutsidwa
295,Thomu ali ndi ndalama zokwanira kugula kompyuta iliyose yomwe angafune mu sitoloyi. Akungoyenera kupanga chisankho Kuti ikhale iti.
296,Ndiwe munthu mmodzi yekha kupatuka ine yemwe ndikumudziwa amene akusangalatsidwadi ndi chithu ngati ichi
297,"Kafukufuka wapeza kuti pafupifupi azibambo khumi mwa chikwi chilichose anali onenepa mopyola muyezo mu 2008. Izi
Zinali zokwera kuchokera pa asanu pa chikwi chilichose mu 1980."
298,"Mukulumbira kufotokoza/kunena chilungamo, chilungamo chokhachokha, ambuye mundithandize"
299,"Esperanto, Ido, Interlingua, Klingon, Lojban, Na'vi and Volap√ºk ndi ziyankhulo zochita kupanga."
300,"Good friends are like stars. You don't always see them, but you know they are always there."
301,"Anzako abwino ali ngati nyenyezi. Sumawaona nthawi zose, koma umadziwa kuti alipo thawi zose"
302,"Mu januwale chaka chimenecho, tinawon asinowo kwa masiku anayi, kuchokera pa fotini mpaka pa seventini"
303,Chifukwa chakuti kuwala kumayenda mwachangu kuposa phokoso ndinkani timayamba kuona chinga’ning’ani tisanave chiphaliwali
304,Ndizovuta kuthetsa mavuto awa popanda kusitha kwakukulu kwa sisitimu yose
305,"Agogo anaga matsogolera masewera olimbitsa thupi mmawa uliwose, ndichifukwa ali a phavu komaso a thanzi"
306,"Nthawi zambiri, pomwe pali kuchepekeredwa koyikira kumbuyo chikhalidwe chamakolo ndi Zovuta kutaya chikhalidwecho"
307,"Mtsikanayo anamufusa kuti apite ko mchezo wa ubwezi, koma anakana chifukwa maganizo ake ndiokuti Mtsikana asafunse mnyamata"
308,Makolo abwino ndi omwe amalola ana awo kutsatira luso lomwe anabadwa nalo
309,Chithu chimodzi chokha chomwe sindingadye chomwe chili pa gomepo ndi izo zili mu mbale yachikasuzo
310,"Kenako anavala, ndikulongedza note zophunzitsira mu chikwama, ndikuthamangira pansi pa masiteyazi"
311,"Pali nthawi zina pomwe ukuyenera kuchita chothekera chili chose pachomwe chili cholondola, ngakhale kuyika pachiwopsezo moyo wako"
312,Thomu anayamba kugwira ntchito mongodzipeleka ku nyumba ya anthu osowa pokhala anakali ku sekondale
313,Thomu wayika mu felemu chithunzi cha makolo ake chatsiku la ukwati wao ndipo wachipachika p a khoma lapa balaza
314,Tom amayakhula amaperekera ndemanga zolakwika. Mwina ichi ndi chifukwa ali ndi abwenzi ochepa
315,"Thom anayanga’na apozi lomwe amadya, iye anazindikira kuti wadya theka la mphutsi"
316,"Pamene umphawi walowa pakhomo, chikondi chimawulukira kutuluka pa zenera kuli ngati kunena mwakale chakalamba chadandaula."
317,Dokotala akhoza kuiwala kulakwitsa kwake pamene onjambula akhoza kugopereka malangizo kwa kasitomala wake kuti akadzale mitengo ya mpesa.
318,"Kwa anthu ena sikisi handiledi miliyoni,Chizungu sichiyankhula chachiwiri kapena chiyankhulo chobwera/chadziko lina"
319,"Ngakhale nzanga anali ongodya masamba okhaokha, sinnamuuze kuti nsuzi unali ndikanyama"
320,"Poyamba ndikayanga’ana kaye mitengo, ndipo kuchokera pamenepo mpomwe ndikapanga chisankho chogula kamera kapena ayi."
321,"Kwa anthu ena sikisi handiledi miliyoni,Chizungu sichiyankhula chachiwiri kapena chiyankhulo chobwera/chadziko lina"
322,Iye amadikira ndikuyembekezera kuti azakhala limodzi pakutha kwa sabata mu kanyumba kake kakang'ono ku summeret
323,"Ngati ungamayankhule ndendende zomwe zili mmutu mwako nthawi zose, ndizachidziwikire ku khumudwitsa anthu ambiri"
324,Sizoyenera kupanga zoipz chifukwa chakuti wina wake anapanga
325,"Athu osikidwa/okhala okha / wosungulumwa amachita mantha kukumana ndi anthu ena, zomwe zimatsimikizira kuti
azikhala osungulumwa nthawi zose."
326,Mele ndiwa bwino kwambiri. Anandiphikira chakudya chabwino ndipo anatsukaso ziwiya yekha
327,Mele anapita kutsogolo ndipo wapeza kuti kusitha kwa nyengo kwawononga zamoyo zose padziko lapansi
328,Chinthu chimodzi chomwe Thomu amapanga chosatetezeka ndicho kugwiritsa ntchito pasiwedi imodzi pa webusaiti iliyose
329,"Iye anamufusa kuti awathandize bambo ake kukoza mu galaja, koma iye anati ali otanganinidwa kwambiri kuti athandize"
330,"A Democrats sanasakhebe yemwe azaimilire chipanichi pa masankho, komabe mwa njira ina iliyonse akudziwa kuti sazapambana"
331,Malo a mu triangle ndi theka la mu rectangle kufanana mbali yokwera ndi yotsika.
332,Apolisi anapeza nkati mwa galimoto ma bokosi omwe anali ndi chamba ndi mankhwala ena
333,Anamutengera Thomu kuchipatala kuti akapopedwe mmimba chifukwa anadya chiphe/poyizoni
334,"Thomu sangakwanitse kukumbukira pasiwedi, ndiye amasunga ndandanda omwe amasunga mozimbayitsa ngati manambala a lamya"
335,Thomu akuyenera kusamala zomwe akuyenera kudya ku resitilanti chifukwa zakudya zambiri zimamuwenga
336,Thomu anataya ndandanda wazogula womwe anapatsidwa ndi amayi ake ndipo anangogula zomwe iye amafuna kudya
337,Thomu anavomera mulandu oyendetsa ataledzera ndipo chiphaso chake choyendetsera galimoto chinaimitsidwa kwa miyezi isanu ndi umodzi
338,Thomu amaganiza kuti silinali ganizo labwino kupezerapo mwayi pa mwayi omwe Mele anamupatsa
339,"Thomu analingalira kuti nyimbo inali yokwera kwambiri, koma anali otopa kwambiri kuti adzuke kukatsitsa voliyumu"
340,"Thomu anaganiza kuti pomwe amasunga ma koini ake golide panali pabwino.Komabe, amalakwitsa"
341,Thomu anamuuza Mele kuti sakwanitsa kumaliza ntchito ndi mulingo wa nthawi yomwe anapatsidwa
342,Thomu anavala bwino ndipo anakonzekera bwino pa intavyu yake ndi kampani ya za ndalama
343,"Nditangotuluka mu ndende, chithu choyamba chomwe ndinkafuna ndikudya chakudya Kumalo anga odyera apantima"
344,"Pomwe ndimakhoza mu chipinda changa dzulo madzulo, zinachitika kuti ndinapeza chithunzi cha mayi anga"
345,"Kudandaula kuli ngati kugwedeza mpando, kumakupatsa zochita koma sikukutengera kulikose"
346,Sindikuganiza kuti izi zamupangitsa kukhala munthu oyipa chifukwa choti anapanga chiganizo chokonda kudya nyama ya Ngamira.
347,Ndagwiritsa ntchito posachedwapa masevisi awo amayendedwe ku buka khuluzi ku meditireniyani
348,Ndimangofuna ndikuuze kuti ndiwe mzimayi okongola kwambiri sinnawonepo.
349,Sindinaganizirepo kuti raba bandi uyu akhala thandizo lopezekeratu momwe ndimamuyika muthumba mmawa
350,"Mbali yina ya dziko, utha kusumilidwa ngati ukunyogodola kapena kulemba zoipa za muthu wakufa"
351,"Ngakhale ungasankhe bwanji mau oyankhula, pamapeto pakabe amasinthidwa/amaphinduridwa ndi ena"
352,"Iye anamugulira galimoto,koma iyeyo analibe chiphaso choyendetsera galimoto ndiye samayiyendera kulikose"
353,Tom ndi Mary amatethetsana ndipo Tom amamunong'oneza Mary ku nkhutu kwake.
354,"Thomu akadakonda akanapita ku phwando la Mele. Mwatsoka, anali ndizochita zina"
355,Timasunga maganizo athu osangalatsa ndi mbali yathu yosanglatsa kwambiri kwa ife tokha mobisa
356,"Kutengera zomwe ndadya tsiku lose ndangodya buledi silaiyisi imodzi, koma ndilibe njala kwenikweni"
357,"Ndili pa ofu lero masana ano, ndiye ndakhoza zopita ku paki, kukhala pansi pa ntengo kuweranga buku"
358,"Ndazindikira kuti izi zitha kuveka zamisala, koma ndikuganiza kuti ndagwa m’chikondi ndi mchemwali wako wamngo’no"
359,Nduganiza kuti Thomu adzakwiya kwambiri akadzazindikira kuti chopenta chomwe anagula sichenicheni/chabodza/chonamizira
360,"Nduganiza kuti ndinakamayankhulana pafupipafupi ndi mbadwa za chiyankhulo, kuthekera kwa chizungu changa kukanapita
patsogolo mwansanga"
361,"Ndinayesetsa kumufotokozera ntchito yakunyumba ya agebula, koma zimalowa khutu lina kutulukiraso lina"
362,"Ngati dziko ndilo dzala ndi nyenyezi, nanga bwanji sikukhala kuwala kosalekeza kuwalitsa ku mwamba"
363,"Ngat timayenereka kuyankhula kwambiri kusiyana ndi kuvetsera, ndiye bwezi titapatsidwa pa kamwa pawiri ndi khutu limodzi"
364,"Pakuyankhulana, nkotheka munthu kuzindikila zinthu zina za munthu winayo mosavuta"
365,Linadali vuto langa kuti Kekeyo ipserele. Ndimayankhula pa lamya ndiye sinnazindikire za nthawi
366,Nzopanda ntchito kuwulula machimo ako kwawa nsembe ngati sulingalilaso kachiwiri usanakawachitenso
367,"Ndalama singagule chisangalalo. Komabe, zimavekako bwino kulira uli mu Maserati kusiyana ndipa njinga"
368,Mpeniwo unali wosatwa/ wobunya sindinakakwanitsa kugwiritsa ntchito podulira nyama kotero ndinadalira mpeni wanga wa muthumba woyenda nawo.
369,"Ka nusu aka kakufotokozera mwachidule uthenga wina womwe tikuyembekezera kukambirana ku mkumano waku Sani
Fulasisiko"
370,Thomu adayimbira Mele kuti amufuse ngati amafuna kuti iye aguleko buledi akamachoka ku ntchito
371,Thomu anawauza ana kuti akhoza kukhala mu chipanda chake bola asapange phokoso lilirose
372,Thomu anafunitsitsa kuti anali ndi kulimba ntima kujowera mmumtsinje ndipulumutsa nkhanda lomwe linagwelamo
373,Thomu ndimuthu osasangalatsa ((obowa)) kugwira naye ntchito chifukwa savomereza akalakwitsa
374,"Tikakhala kutali ndikunyumba/mudzi, palibe chomwe chimasangalatsa ngati kulandila katundu wochokerakunyumba/mudzi"
375,"Ndikangopanga zoti mwana wanga ajambule/apange sikani zithunzi za banja lathu,ndidzaziika pa webusaiti yathu"
376,"Pazifukwa zina, anthu akhala akundipewe ngati mulili wa matenda chibwerereni kuchoka ku Indiya"
377,Sipanatenge nthawi chikwatiliraneni pomwe Thomu anazindikira kuti Mele amafuna kuphedwe
378,Mele anadikira zaka zambiri kuti Thomu atulutsidwe mu ndende ndipo anali osangalala atatulutsidwa
379,Osayelekeza kugwila ntchito zolumikiza magetsi musanazuleko; ndiganizo losakhala bwino. Ndikudziwa izi kuchokera pa zomwe ndadutsamo
380,"AKadaulo azotathaunzira nthawi zambiri amayika chidwi pa chithu chimodzi, mwa chitsanzo zamalamulo kapena zamankhwala"
381,Kufwamphuka/kuchita bwino kwa zachamu ku Japan kwa dabwitsa misika yapadziko lapansi
382,"Thomu adava chiphokoso kutsogolo kwa nyumba yake, ndiye anatuluka panja kuti akaone chomwe chikuchitika"
383,Thomu anaganizila kuti azimuuza Mele kangati kuti akhoze chipinda chake asanachitedi izi
384,"Pempho lanu talilingalira, ndipo tapanga ganizo lakuti sitikwanitsa kuchotsera ntengo"
385,Ife anthu tili ndi njira yabwino yophindula/ sandula/khotetsa zowona zake za chithu kuti zilingane ndimomwe mathero tawapangira
386,"Atachoka ku Ame, Roja Mila anasamukira ku chimake kwa nyimbo za kauntile ku Nashivile, Tenizi"
387,"Mukangotuluka panyanja, kuti nsomba nzomwe mwagwira zisaonongeke, zimayikidwa mwachangu mu filiji"
388,"Thileni ikamadutsa pa siteshoni,ma zenera amaapanga phokoso lonjenjemera ndipo nyumba yose imagwedezeka"
389,"Sukuyenera kumangoganizira za ntchito yako, uziganizilaso kufunikila kwa banja lako"
390,"Kutengera munthu wachikulire yemwe nnakumana naye dzulo, akuti mphevu zitha kudyedwa sikuti zimaveka udyo"
391,"Tom atadya popcorn yense yemwe anali mu mbale, anapita ku khitchini kukapanganso popcorn wina."
392,"Ngakhale anali ndi omusapotera ochepa mu gulu la olamulira, iye anakwanitsa kupeza voti yotchuka"
393,"Siza Chavezi anamwalira mu chaka cha 1993 ali ndi zaka makumi asanu ndi imodzi, ndi makumi faifi ndi imodzi/sikisite.Anthu opitilira mphambu makumi anayi anapita kumaliro ake."
394,"Osadandaula.Amaoneka owopyeza ukamuona koyamba, koma ndi munthu ochezeka kwambiri"
395,"Ndimaganiza kuti kagulu ka wathu kapita nawo kukasewera madzi ndi ife, koma mwa theradi angakhale mmodzi sanabwere nafe"
396,"Ndimaganiza ngati kupanga izi kukhala kophweka, koma takhala tikugwira tsiku lose ndipo sitinamalizebe"
397,"Ngati ukufuna kusitha dziko, uyambe ndi munthu yemwe umamuona pagalasi tsiku lililose/ uyambe iwe mwini"
398,Kuchulukitsa ndalama kumaphunziro ndi njira yokhayo yosakaikitsa yomwe dziko lingachokere mu umphawi
399,Ndizosafunikira kunena kuti munthu yemwe ali ndi zaka zambiri zodziwira chithu ndiemwe atha kuchita bwino kuposa wina opanda
400,Zosatheka kuti ma compyutala a Macintoch akhoza kukhala ndi virus mu window
401,"255Most people say that the best way to learn a foreign language is to learn from a native speaker.
Anthu ambiri amati njira ya bwino yophunzirira chiyankhulo cha dziko lina ndikuphuzira kuchokera kwa mbadwa yachiyankhulocho."
402,"Popeza sinnalandire yankho, ndimaganizira kuti mwina emelo yanga sinnatumizike."
403,"Kuthekera kolimbikira ntchito ndi chithu chokhumbirika/chosilirika, koma kuthekera kopuma nkofunikiraso"
404,"Uthenga osangalatsa kwambiri ndiwochokera kwa ana, iwo amafotokoza chilichose chomwe akuchidzidwa keneko amalekeza"
405,"Thomu adati iye samafuna kukuvulaza, koma ngati ungabwereso kunoko, adzakumenya"
406,Thomu akuti sakutha kuvetsa momwe Mele amakwanitsira kupanga ndalama zochuluka kungogwira tsiku limodzi pa sabata
407,Carbon monoxide ndi mpweya oyipa omwe umapangidwa chifukwa cha kusalumikizana bwino kwa ma carbon
408,Iyeyu nthawi zambiri ndiwachindunji ndiwoona ntima ndipo amapeza chikhulupiriro kwa omwe wakumana nawo
409,"Lolemba, Lachiwiri, Lachitatu, Lachinayi, Lachisanu, Loweluka ndi lamulungu ndi masiku asanu ndi awiri apa sabata"
410,"Roja Mila anaphunzira kusewera/kuyimba gitala ndi vayolini. Patsogolo pake, anaphunzira kuyimba ngo’ma"
411,"Anamulangiza kuti azayendere Boston, chifukwa ndi chakuti amaganiza kuti ndi mzinda wokongola zedi pa dziko lonse lapansi."
412,Thomu anapeleka ma dola okwana mazana khumi kwa oyimba otchuka kuti abwere kudzayimba Kumalo odyera “Hape Bethide”
413,"Thomu anangosiya mkaka pa sitovu osawunga’nira, ndipo unawila nkutayikila pansi ponse ku khitchini"
414,"Mukachotsa pazosatheka,zilizose zingatsalezo, ngakhale zingaoneke zosatheka,zikuyenera kukhala zolondola"
415,"Zakudya za vitameni E ndi monga masamba obiriwra, nyemba, ntedza ndi chimanga chosakonola"
416,"Kuchokera mu zondichitikira, ndinadziwa kuti mukakumana naye asiya fungo loipa mkamwa mwako."
417,Mpatseni munthu nsomba ndipo mumudyetsa kwa tsiku. Mphunzitseni kuwedza ndipo mumudyetsa moyo wake wose
418,Ganizo lake la kabuku ka nkhani zikumulowetsa mavuto nthawi zonse ndi azizake ambiri osakhazikika.
419,Ndinava kuti njira ina yokhalira wathanzi ndiko kupewa zokudya zomwe sawulula zomwe agwiritsa ntchito popanga
420,Nduganiza kuti ndizosatheka kuti fanizo lina la windozi lituluka mwezi uno usanathe
421,Ndachepetsa thupi langa ngakhale kuti anzanga ambiri awonjezera thupi lawo pomwe akula
422,Mnyamata yemwe nnamuona akusaka mu dzala anati wakhala masiku anayi osadya kanthu
423,Thomu anauza Mele kuti amaganiza kuti Mvuu zikhoza kuthamanga pa liwiro la makumi atatu pa ola iliyose
424,Kufundukula Chilengulengo chamwini oyambitsa ndiku tsekulira sukulu zinachitika dzulo
425,Umadziwa kuti chizungu chako ndichabwino athu akasiya kukuyamikila momwe chiliri bwino chizungu chako
426,"Angakhale Tom anamupempha Mary kuti asachokepo, iye anachoka ndi ana omwe ndi kukakhala kwa amayi ake."
427,"Sindingasithe komwe mphempo ikuchokera, komabe ndikhoza kupalasa bwatoli ndikukafika komwe ndikupita."
428,"Sindikonda sinaki bala. Ndiyodula, yaphokoso ndiposo yodzala ndi mfungo la fodya ndi chakudya chokazinga"
429,"Ndikuva phokoso mu galimoto yanga yatsopano, ukuganiza kuti nditha kupeza komwe likuchokera?"
430,"Anthu a sayansi akupitilizabe kupeza mavumbulutso a mankhwala a tsopano, ndiye chikhulupiliro chilipo kwa anthu omwe akhala chikomokere kwa nthawi yayitali"
431,"Kutengera kuti pa bungwe pano pali mafumu okhaokha opanda wampansi, ndi zodabwitsa mmene ziganizo zimapangidwira."
432,"Chikoka chawo chikunka nikulira tsiku ndi tsiku, koma alibe luso ndipo sangapange chiganizo cha bwinobwino"
433,Thomu anapanga chilichose chothekera kupulumutsa ana omwe anatsalira mu nyumba yomwe imayaka
434,Thomu anawuza Mele kuti anaganiza kuti sinali ganizo labwino kupita kothamanga ku paki yekha
435,Kusiya kusuta ndichithu chophweketsetsa pa dziko lino. Ndikudziwa chifukwa ndachitapo izi nthawi zambiri
436,Sindimakhulupilira kwenikweni ndikamva wina akunena kuti akhoza kuyankhula ziyankhulo zopitilira zisanu momveka bwino kwambiri
437,Nduganiza kuti ndizosatheka kuti zilengeredwa zomwe timaona mu ma filimu zinayamba zabwerapo padziko lathu lino
438,"Ngati ukukhalitsa padzuwa osapaka Mafuta ozitetezera kudzuwa , zachidziwikire ukhala ndi zilonda za dzuwa"
439,Chinsisi chachikulu cha chisangalaro ndikuchepetsa zofuna zako ndikukonda zomwe uli nazo kale
440,Mpeniwo sunali wakuthwa ndipo sinnakwanitse kudulira nyama. Ndiye nnaganiza zogwiritsa ntchito mpeni wanga oyenda nawo
441,Pakhala madandaulo ambiri kuchokera kwa ogula athu kuti katundu wathu sakukhala olimba ngati momwe timanenera
442,Thomu sanali otsimikizika ntima kuti Mele akhala otani ndipo anaganizira ngati angatolelane ndi a anzake
443,"Ndisanadzuke pa bedi, ndimakhala ndi nthawi yolingalira zomwe ndizichita tsiku lose"
444,"Ndinayanga’na malo anga osungila zovala kuti ndipeze chovala choti ndivale, koma sinnachipeze chogwirizana ndi zochitika"
445,Nawonera filimu yotchedwa “Tekisasi Tchainiso Masaka” ndi chikho/chibwenzi changa dzulo. Iye anali ndi mantha kwambiri
446,"Kuti mupeze uthenga wokhudza mavuto a zachuma aku Japani, utha kupeza bukuli lothandiza"
447,Kudzipeleka kusiya kusuta fodya ikumakhala zithu khumi zoyambirira pa chisankho chomwe anthu akumanga chofuna kusitha chaka ndi chaka
448,Thomu anachita chilichose chothekera kuti Mele asankhidwe kukhala mtsogoleri wa khanso ya ophunzira
449,Thom amadzifunsa kuti ndi chifukwa chani anthu ku ameleka amaganiza kuti besibo mdi osangalatsa kwambiri kuposa kuonera mpira wa miyendo
450,"Ngati watopa, osakagona bwanji? ""chifukwa ndikakagona panopa ndidzuka molawirira"""
451,"Kamyamata kakango’no, komwe kanali kosapitilira mwina zaka zisanu, kanafunsa Thomu komwe kunali/ angapeze positi ofesi"
452,Ndimaganiza ngati ungandibwerekeko ma dola okwana zikwi zitatu.Nditha kukubwezera lolemba likubwerali
453,"Bambo anga, agogo anga, agogo a gogo awo ndi agogo agogo awo agogo awo ose anali ndi dzina lofanana ndilanga"
454,"Anthu ena amaona kuti ndikutaya nthawi kuphunzira ziyankhula monga Kilingoni, Intalanguwa ndi Esiperanto"
455,Zinthunzi za Supa Nitendo ndi zabwino kwambiri.Ndi abwino kuposaso za Nintendo weniweni
456,Ayipadiyo inakakhala yankho lolaza kwa ine inakakhala kuti ikumaonetsa bwinobwino masamba a intaneti ndi zowonetsa za phanipani
457,Thomu anayikilapo kuti asabwerezeso zolakwika pa ana ake zomwe makolok ake anchita ndi iyeyo
458,"Ukamaonera kanema kapena kumvera wailesi, nyimbo zomwe umamva ndi zenizeni za ku africa."
459,Uyesetsa kuti ukafike kumeneko mu nthawi yake. Thomu sanangakadikire modutsa phindi khumi ngati utachedwa
460,"Ngati simuli osangalatsidwa ndi zomwe mwagula , mutha kubweza nthawi ina iliyose. “ mungandilembereko zimezo?’’"
461,"Chotsani nthambo ya magetsi polumikizilapo, mudikile phindi imodzi mongoyelekeza, kenako mulumikizaso nthamboyo"
462,"Ndimaoneka ngati othamanga padziko lonse lapansi ndikavala zothamangirazi, koma choonadi ndi chakuti sindipanga masewero ena alionse olimbitsa thupi."
463,Momwe bwalo la milandu limaonera opalamula achichepele ndizosiyana ndi momwe limaonera opalamula chikulire
464,Panali ma bokosi zikwi zitatu odzadza ndi zovala zakale omwe amatumizidwa ku dera lomwe kunagwa Ngozi ya dzidzidzi
465,Thomu anava kulimba polumikizila mafupa pomwe amayimilira atakhalitsa malo amodzi kwa nthawi yayitali
466,Thomu amakonda kusamba mmawa pamene Mele amakonda kusamba asanapite kugona
467,"Thomu anadupha mwachangu kuchoka pa kama, n’kuvala zovala, kudya mfwisulo ndipo anatuluka pakhomo pasanathe phindi khumi"
468,"Ukanandiuza poyamba pomwe, nkanapeza mpata. Komabe, mawa ndili ndi malingaliro obwelera kunyumba"
469,Zimatenga nthawi yaitali kuti mupaka kachikena utoto pagalimoto kusiyana ndi kupaka koyambilira.
470,"Ma usiku a ku sukulu, Tom amagona 9 koloko usiku, koma Lachisanu ndi Loweruka, amagonereza."
471,"Athu ena amaganiza kuti ndi kovuta kwa muthu yemwe amatha chingerezi chokha kumphunzira chi chainizi, koma ine ndikutsutsana nazo izi."
472,Woyimba wodziwika bwino padziko lonse lapansi ndi wontchuka akhala onenepa kapena ochulukidwa ndi chithupi.
473,Tom ndi Mary alibe nthawi yokwanira kuti ayankhulane. Ana awo nthawi zonse amafuna kuti aziwalabadira.
474,"Tom amaganiza kuti amadziwa kuchuluka kwa ndalama zomwe Mary amapanga, koma Mary amapanga ndalama zochulukirapo kusiyana ndi mmene iye amaganizira."
475,"Mu nthawi zowawitsa, anthu akhoza kusafuna kuyenda ulendo, koma akhoza kukhala ofuna kupereka ndalama yowonjezera kuti apeze coffee wabwino."
476,"Utati uonetsetse kulowa kwa dzuwa mu nyengo yotentha, ukhoza kuona ngati mtambo wa chinyezi ukusitha maonekedwe a dzuwalo."
477,"Anthu ena azamatsenga ku America amakhulupilira kuti ngati uona mphaka wokuda akuwoloka nsewu onwe ukuyendamo, ukhala ndi tsiku la tsoka."
478,"Vuto ndi dzikoli ndi lakuti anthu sadziwa zochepa, koma amadziwa zambiri zomwe sizali mmene amaganizira."
479,Choipa ndi chakuti Tom achotsedwa ntchito ndipo santha kulipilanso ngongole yake.
480,Thomas A. Edison amakonda kwambiri ntchito yake moti amagona ma ola osaposera anayi pa maola nkhumi ndi anayi.
481,Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira
482,"Chofunika si university yomwe wachitilako mamphunziro ako, koma zomwe wamphunzira uli kumeneko."
483,"Ngati bwenzi lako lili la ndale, ndi chadziwikire kuti dzina lako lizipezeka mu newspaper kawiri-kawiri."
484,"Chaka chatha, ndinakhala pandekha moti ndinaiwala kulumikizana ndi anthu ena moyenerera."
485,"Tom anamufunsa Mary mafunso ochepa omwe sanayankhe, koma anatha kuyankhapo mafunso ochuluka."
486,Tom sanathe kumva bwino lomwe zomwe a mphunzitsi amayankhula chifukwa omphunzira onse amachita mphokoso kwambiri.
487,Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira
488,"Nditadzuka lero, ndinayatsamula, kuziwongola mwiniwake, kutikika maso mwanga kuchotsa tulo, kenako kuvala ma silipasi anga."
489,"Amphaka ali ngati atsikana. Akamakuyankhula zimakhala bwino, koma ukayerekeza kuyankhula nawo, sizitha bwino."
490,Anayamba kukaikira chinachake choipa pamene ogulitsa sanalole kuti alawe kaye asanagule katunduyo.
491,Anatopa kukhala woyakhulira satana ndipo pano amavomereza china chilichonse chonenedwa angakhale chikhale cholakwika.
492,"Mwangozi, chipinda chino chilibe makina ozizilitsa kapena kutethetsa. Chomwe chilipo ndi pepala lonyamula manja ndi kumazikupiza wekha."
493,"Chaka chatha ku Philippines, chivomezi ndi mafunde zinapangitsa ifa ya anthu oposera 6 000."
494,Pakhala madandaulo ochuluka posachedwapa okhudza ma dalayivala oyendetsa galimoto kuti samvera zizindiko za pamsewu za liwilo loyendetsera galimoto mu mzinda wa Boston
495,Tionetsetse kuti palibe amene akupeza mphindu kwa achiameleka pa nthawi yochepa yamphindu.
496,Ndinagulilanji maluwa? Kodi ndi zomwe munanena? Muli mphokonso muno sindinave zomwe munanena bwino lomwe.
497,Ndimakonda kumverera kudandaula. Ndikudziwa kuti anthu ambiri amapewa kukhala odandaula. Koma ndikuganiza kuti ndi kulakwika.
498,Ndinayankhula ndi Tom pafupifupi ola limodzi pomwe anayankhula china chake zomwe zinandipangitsa kuzindikira kuti sadziwa chiyankhulo kwenikweni.
499,"Zaka 8 zapitazo, tinali mu kuyamba kwa mavuto a zachuma osadziwa kuti zizakhala zoipitsitsa moyo onse."
500,"Sindikuganiza kuti ndi zofunikira kwa ine kuyankhula ngati chiyankhulocho ndi chobadwa nacho, ndikugofuna kumayankhula bwino lomwe opanda vuto."
501,"Ndikuganiza kuti palibe chowilingula chilichonse pa khalidwe lake. Pomweponso, timvere zomwe anene."
502,"Ngati suyamba kuwalemekeza anthuwa, athu azayamba kukupewa ngati ndiwe mulili."
503,Ndizosavuta kuti ngamila idutse pa bowo la singano kusiyana ndi munthu wolemera kulowa ufumu wa kumwamba.
504,"Ndizovuta kukhala zimayi. Uyenera kuganiza ngati mwamuna, Kuchita zithu ngati mkazi, Kuwoneka ngati tsikana ndiponso kugwira ntchito ngati bulu."
505,Kumenyetsa kwambiri ndi kutukwana kumamveka mu garage pomwe Tom amayesera kukonza handmoiwer.
506,Sindingathe kukhulupilila kuti sunali ololera kuganizira kuthekera kuti pali kafotokozedwe kena.
507,Sizigwira kutsutsa winawake pochita chinachake chomwe ifenso tinakakhala mmalo mwawo tinakachita chimodzimodzi.
508,"Maonekedwe achimuna kwa zimayi zimaoneka ngati zabwino, pomwe maonekedwe a zimayi kwa mwamuna zimaoneka ngati chifoko."
509,"Kafotokozedwe kogwiritsa ntchito zithunzi kwa ophedwa zinali zovuta kwa mayi ake, omwe anatuluka mu bwalo la milandu ndi misonzi."
510,"Angakhale Tom anamuuza Mary zokhudzana ndi ndi vuto, sanafune kumumvera ku malangizo ena alionse anali nawo kuti athane ndi vutolo."
511,"Ndikuzindikira kuti mwina sindingakhale muthu okhumbilika pa dziko lapansi, komabe ndikuyembekeza kuti tidzayenda limodzi."
512,"Pokozekera kukajambula chinthunzi cha utoto, mzanga anatenga zithunzi zambiri ndi cholinga choti akazionenso bwino lomwe."
513,Moyo unakakhala wosangalatsako tinakati tizibadwa tili ndi zaka 8 kenako kumakula pang'onopang'ono kufika zaka 18.
