,0
642,Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.
643,"Some people bring joy wherever they go, and some people bring joy whenever they go."
644,"The climate of England isn't as mild as Japan, but in the summer, it's much cooler."
645,"The more time you spend talking about what you do, the less time you have to do it."
646,The restaurant owner allowed her to take table scraps home to feed all of her dogs.
647,"There are several good protections against temptation, but the surest is cowardice."
648,There is a sewing machine and an ironing board in the room where Tom used to sleep.
649,There is an urgent need for understanding how climate change will affect our lives.
650,"This time, the exam was not just difficult, but also, the questions were ambiguous."
651,Tom and Mary's little boy loves sitting on the kitchen floor banging pots and pans.
652,Tom asked Mary to pick up some toothpaste and some toilet paper at the supermarket.
653,Tom became tired of always having to pay the bill every time he went out with Mary.
654,Tom believes that the rich deserve to be rich and that the poor deserve to be poor.
655,Tom certainly had plenty of opportunities to go to concerts while he was in Boston.
656,Tom certainly looked and sounded better than he did last month when we visited him.
657,Tom hit the nail on the head when he said our team lacks enthusiasm and motivation.
658,Tom wanted Mary to talk to John about the problem she was having with his children.
659,Tom was sentenced to five days in jail and a year on probation for drunken driving.
660,We'll need a head hunting agency to find the right man for this executive position.
661,"When he returned, he brought a baseball cap and gave it as a present to his friend."
662,"After she lost her job, she couldn't afford to feed her dogs, so she gave them away."
663,"By this time next year, you will have visited almost all the famous places in Japan."
664,China has imposed a no-fly zone over several disputed islands in the East China Sea.
665,He doesn't want to leave the room because he's afraid that he'll catch another cold.
666,He studied the scientists considered to be the most significant of the 19th century.
667,"Her car might be more pleasant to drive, but it also costs her more for maintenance."
668,"I know you've been waiting a long time, but could you wait just a little bit longer?"
669,I regret that a previous engagement prevents me from accepting your kind invitation.
670,"I thought we had eaten everything in the house, but I found another box of crackers."
671,I've been agonizing over whether to do what Tom suggested or do what Mary suggested.
672,"If my wife calls, just tell her I'm in an important meeting and cannot be disturbed."
673,"If you want something to be done right, sometimes you've just got to do it yourself."
674,Is it true that illegal immigrants are taking jobs away from citizens who want them?
675,It was no coincidence that both Tom and Mary were in the cafeteria at the same time.
676,"She advised him to see the dentist, but he said he didn't have enough time to do so."
677,"She bought him a dog. However, he was allergic to dogs, so they had to give it away."
678,The Titanic's lifeboats only had enough space to carry about half of those on board.
679,The coach urged his team not to be complacent following their four consecutive wins.
680,The company is owned by a group of entrepreneurs who started it right after the war.
681,"The day after going to the gym, parts of my body hurt that I didn't even know I had."
682,The library near my house is now open only three days a week due to budget cutbacks.
683,The management finally succumbed to the demand of the workers and gave them a raise.
684,"The more you look, the more you will see, and the more interesting they will become."
685,The samples were collected from two hundred medical institutions all over the world.
686,Tom and Mary were in the middle of a heated argument when John walked into the room.
687,Tom believes it's absolutely necessary to drink at least a liter of water every day.
688,Tom bought an engagement ring for Mary with money he inherited from his grandfather.
689,"Tom claims he doesn't watch much TV, but he watches more than three hours every day."
690,Tom doesn't have many clothes. That's why you always see him wearing the same thing.
691,Tom found some skeletons in the cupboard when he was researching his family history.
692,"Tom laughed at some of Mary's jokes, but he thought some of them weren't very funny."
693,Tom put up with the pain for a couple of weeks before finally going to the hospital.
694,Tom sat staring at the tropical fish swimming around in the aquarium in his bedroom.
695,"Tom wanted to stick around to see what would happen. Unfortunately, he had to leave."
696,"Tom warned Mary that John was nothing but trouble. However, she ignored his warning."
697,Tom's parents don't want Tom and Mary to live together until after they are married.
698,Visitors are usually asked to remove their shoes before they enter a Japanese house.
699,"Why shouldn't truth be stranger than fiction? Fiction, after all, has to make sense."
700,"With many students chatting, it was difficult to hear what the professor had to say."
701,You should always spend time doing things that help your children get ahead in life.
702,"Let's go to the movies next time. ""What makes you think there will be a next time?"""
703,"An infant is not capable of speaking, so it just screams until it gets what it wants."
704,"At the funeral, the widow looked very dignified, with her black suit, hat and gloves."
705,"Daddy, let's make faces at each other and see who can keep from laughing the longest."
706,Do you think you have to be able to pass for a native speaker to be an effective spy?
707,"Generally speaking, we Japanese are a little too timid in speaking foreign languages."
708,He made it clear that he had no intention of becoming a professional football player.
709,"He turned the bottle upside down and shook it, but still the honey wouldn't come out."
710,I don't know what I'm going to do with my cat now that I'm moving to another country.
711,I'd like to take advantage of this opportunity to thank you all for your cooperation.
712,"If people who smoke are deprived of their cigarettes, they get nervous and irritable."
713,"If you want to hear a scary story, I'll tell you about a dream I had a few weeks ago."
714,"In London, the police are always worried about finding a bomb on the train or subway."
715,"In all of my travels, I have never seen a more beautiful mountain than Mount Everest."
716,"In many countries, the main reason that people come to big cities is because of work."
717,"It may seem like a crazy idea, but I think we should go visit Tom and Mary right now."
718,It was after a meeting in America that he decided to write a book for non-scientists.
719,It was five days after she graduated that my daughter left Osaka Airport for Germany.
720,"Ladies and gentlemen, due to an accident at the airport, our arrival will be delayed."
721,Make your airplane reservations early since flights fill up quickly around Christmas.
722,Many native speakers of Japanese have trouble hearing the difference between B and V.
723,My love for you won't let me tell you everything. Some things are better left unsaid.
724,The airline provided free accommodation to stranded passengers as a goodwill gesture.
725,The antiques my father left when he died turned out to be nothing but worthless junk.
726,"The bomb blew Tom's house to smithereens. Fortunately, he wasn't at home at the time."
727,The number of students who were late for school was much smaller than I had expected.
728,The old man in the wheelchair told me that he knew my mother when she was a teenager.
729,The sudden increase of cars is causing a large number of traffic accidents every day.
730,There is no other country in the world where earthquakes are as frequent as in Japan.
731,They usually have breakfast at half past seven o'clock and eat their lunch at twelve.
732,"Tom and Mary both wanted to go to Boston, but neither of them could get the time off."
733,Tom could tell by the smile on Mary's face that she had had a good time at the party.
734,Tom couldn't completely rule out the possibility that he might be laid off from work.
735,Tom is the first guy Mary has really been interested in since she broke up with John.
736,Tom played a Spanish folk tune on his English horn at a Chinese restaurant in France.
737,Tom pulled out some necklaces from his bag and told Mary to choose the one she liked.
738,Tom took me to a restaurant where you can eat as much as you want for thirty dollars.
739,Tom volunteered a good deal of his time to helping those less fortunate than himself.
740,Tom was kicked out of his house by his parents when he confessed to being an atheist.
741,When in doubt tell the truth. It will confound your enemies and astound your friends.
742,You're playing with fire if you insist on riding your motorcycle without a helmet on.
743,"We were invited to their wedding. ""Is that so? Well, what are you going to get them?"
744,A lot of companies are going under lately because banks are so tight with their money.
745,A pre-dawn raid has netted a large stash of illegal steroids and several bags of cash.
746,"After years of suffering, she finally decided to forget the past and begin a new life."
747,"All happy families resemble each other, each unhappy family is unhappy in its own way."
748,"American politics are interesting to watch, especially during a presidential election."
749,"Democracy is the worst form of government, except all the others that have been tried."
750,He said that he could smell something burning and that the telephones weren't working.
751,"I don't need to sound like a native speaker, I just want to be able to speak fluently."
752,I don't understand and I'm not used to not understanding. Please explain it once more.
753,I heard that Tom had been smuggling drugs into America for years before he got caught.
754,"I'd describe him as a middle-aged man in a yellow jacket, orange tie and a pink shirt."
755,"If you could go back and start your life again, from what age would you like to start?"
756,It seems that the policeman in this TV series is a dirty cop who abuses his authority.
757,"It's very difficult to find a black cat in a dark room, especially if there is no cat."
758,"Many, if not most, professional translators only translate into their native language."
759,No news is good news. If you haven't heard from your son it's because he's doing well.
760,Opponents say genetically engineered crops can cross-pollinate and damage other crops.
761,Plan for the future because that's where you are going to spend the rest of your life.
762,"Please fasten your seat belt and observe the ""no smoking"" sign until it is turned off."
763,Sometimes you don't need to speak the same language in order to understand each other.
764,The company provides health care and life insurance benefits for all of its employees.
765,"The first group studies in the morning, and the second group studies in the afternoon."
766,The hardest thing in life is knowing which bridges to cross and which bridges to burn.
767,The only trouble I've ever had was dealing with people who didn't like my personality.
768,"To put it bluntly, the reason this team won't win is because you're holding them back."
769,Tom eventually figured out how to install a free database application on his computer.
770,Tom managed to cut himself while trying to open a bag of peanuts with his pocketknife.
771,Tom thought that there was a good chance that it was Mary who had stolen the painting.
772,Tom walked over to the woman with a drink in her hand and asked her what her name was.
773,"Tom wanted to cut down that tree in his front yard, but Mary doesn't want it cut down."
774,"Tom wasn't wearing a wedding ring, but Mary noticed a white circle on his ring finger."
775,We must pay attention to the fact that no nation claimed sovereignty over this region.
776,"When I got the phone call telling me of my father's death, I was completely flustered."
777,You could search the world over and never find another woman more beautiful than Mary.
778,"According to a recent study, the average life span of the Japanese is still increasing."
779,"According to this magazine, my favorite actress will marry a jazz musician next spring."
780,"At first we used to go separately, but one day we started going and returning together."
781,"At lunchtime today, our usual restaurant was closed because of a funeral in the family."
782,"Because of some technical problem, a movie was shown in place of the announced program."
783,Governments usually resort to price control when inflation has reached a certain level.
784,"He can't tell a cherry tree from a plum tree, but he can name them in twelve languages."
785,"He who asks is a fool for five minutes, but he who does not ask remains a fool forever."
786,"He's a really straight-laced guy, so he doesn't like the idea of his son changing jobs."
787,I don't think I'll ever sound like a native speaker and I don't really think I need to.
788,I imagine that Tom will eventually find out that Mary has been talking behind his back.
789,I never for a moment imagined that I would still be doing this kind of thing at my age.
790,I think it's highly unlikely that we'll ever get any help from the national government.
791,I would like to drastically decrease the amount of time it takes me to clean the house.
792,"If mankind doesn't take care of the environment, the environment may eliminate mankind."
793,People who are constantly copying others do it because they can't think for themselves.
794,"Suddenly, there was a period of terrible violence and hatred between blacks and whites."
795,That report was important because it pointed out all the errors the committee had made.
796,The amount of paper produced by a country is closely related to its cultural standards.
797,The first point that requires clarification is that the design was purely experimental.
798,The shortage of engineers is the greatest bottleneck to the development of our company.
799,The twins look so much alike it's next to impossible to distinguish one from the other.
800,"To become a professional banjo player, you need to spend thousands of hours practicing."
801,Tom asked Mary when she was going to buy a new pair of shoes for her youngest daughter.
802,"Tom had his ear pressed to the door, trying to hear what was going on in the next room."
803,is a public engagement work aimed at bringing awareness on scientific research on sleeping sickness.
804,"A collaboration between the Wellcome Centre for Integrative Parasitology, University of Glasgow School of Life Sciences, Surge, Kamuzu University of Health Sciences and Malawi VOICES."
805,This project is funded by the ScotPEN Wellcome Engagement Award 
806,These are articles that appear in other media platforms about our activities
807,Recent Posts
808,Below are some of the radios that we have partnered with to cover our engagements in Rumphi and Nkhotakota in Malawi. These will run alongside our performances allowing a larger community to engage with the discussions and information available. These radio stations will make available programs that will engage radio listening clubs after live interviews and Questions and Answers.
