0,1
en: Tom has to be careful about what he eats at restaurants because he's allergic to many foods.,ny: Thomu akuyenera kusamala zomwe akuyenera kudya ku resitilanti chifukwa zakudya zambiri zimamuwenga
en: Tom lost the shopping list his mother had given him and just bought things he wanted to eat.,ny: Thomu anataya ndandanda wazogula womwe anapatsidwa ndi amayi ake ndipo anangogula zomwe iye amafuna kudya
en: Tom pleaded guilty to drunken driving and his driver's license was suspended for six months.,ny: Thomu anavomera mulandu oyendetsa ataledzera ndipo chiphaso chake choyendetsera galimoto chinaimitsidwa kwa miyezi isanu ndi umodzi
en: Tom thought it was a good idea to take advantage of the opportunity that Mary had given him.,ny: Thomu amaganiza kuti silinali ganizo labwino kupezerapo mwayi pa mwayi omwe Mele anamupatsa
"en: Tom thought the music was too loud, but he was too tired to get up and turn the volume down.","ny: Thomu analingalira kuti nyimbo inali yokwera kwambiri, koma anali otopa kwambiri kuti adzuke kukatsitsa voliyumu"
"en: Tom thought where he put his gold coins was the perfect hiding place. However, he was wrong.","ny: Thomu anaganiza kuti pomwe amasunga ma koini ake golide panali pabwino.Komabe, amalakwitsa"
en: Tom told Mary that he wouldn't be able finish the job in the amount of time she'd given him.,ny: Thomu anamuuza Mele kuti sakwanitsa kumaliza ntchito ndi mulingo wa nthawi yomwe anapatsidwa
en: Tom was impeccably dressed and well prepared for his job interview with the finance company.,ny: Thomu anavala bwino ndipo anakonzekera bwino pa intavyu yake ndi kampani ya za ndalama
"en: When I got out of jail, the first thing I wanted to do was to eat at my favorite restaurant.","ny: Nditangotuluka mu ndende, chithu choyamba chomwe ndinkafuna ndikudya chakudya Kumalo anga odyera apantima"
"en: While cleaning my room yesterday evening, I happened to find an old photograph of my mother.","ny: Pomwe ndimakhoza mu chipinda changa dzulo madzulo, zinachitika kuti ndinapeza chithunzi cha mayi anga"
en: Worrying is like a rocking chair; it gives you something to do but doesn't get you anywhere.,"ny: Kudandaula kuli ngati kugwedeza mpando, kumakupatsa zochita koma sikukutengera kulikose"
en: I don't think it makes him a bad person just because he's decided he likes to eat horse meat.,ny: Sindikuganiza kuti izi zamupangitsa kukhala munthu oyipa chifukwa choti anapanga chiganizo chokonda kudya nyama ya Ngamira.
en: I have recently used the services of his travel agency to book a cruise in the Mediterranean.,ny: Ndagwiritsa ntchito posachedwapa masevisi awo amayendedwe ku buka khuluzi ku meditireniyani
en: I just want to let you know that I think you're the most beautiful woman that I've ever seen.,ny: Ndimangofuna ndikuuze kuti ndiwe mzimayi okongola kwambiri sinnawonepo.
en: I never thought this rubber band would come in handy when I put it in my pocket this morning.,ny: Sindinaganizirepo kuti raba bandi uyu akhala thandizo lopezekeratu momwe ndimamuyika muthumba mmawa
"en: In some areas of the world, you can still get sued if you slander or libel a deceased person.","ny: Mbali yina ya dziko, utha kusumilidwa ngati ukunyogodola kapena kulemba zoipa za muthu wakufa"
"en: No matter how carefully you choose your words, they'll always end up being twisted by others.","ny: Ngakhale ungasankhe bwanji mau oyankhula, pamapeto pakabe amasinthidwa/amaphinduridwa ndi ena"
"en: She bought him a car, but he didn't have a driver's license so he couldn't drive it anywhere.","ny: Iye anamugulira galimoto,koma iyeyo analibe chiphaso choyendetsera galimoto ndiye samayiyendera kulikose"
en: Tom and Mary were snuggled up to each other and Tom was whispering something into Mary's ear.,ny: Tom ndi Mary amatethetsana ndipo Tom amamunong'oneza Mary ku nkhutu kwake.
"en: Tom would have liked to attend Mary's party. Unfortunately, he had other things he had to do.","ny: Thomu akadakonda akanapita ku phwando la Mele. Mwatsoka, anali ndizochita zina"
en: We keep our most interesting thoughts and the most interesting side of ourselves hidden away.,ny: Timasunga maganizo athu osangalatsa ndi mbali yathu yosanglatsa kwambiri kwa ife tokha mobisa
"en: Considering all I've eaten all day is just one slice of bread, I'm not really all that hungry.","ny: Kutengera zomwe ndadya tsiku lose ndangodya buledi silaiyisi imodzi, koma ndilibe njala kwenikweni"
"en: I have the afternoon off today, so I plan to go to the park, sit under a tree and read a book.","ny: Ndili pa ofu lero masana ano, ndiye ndakhoza zopita ku paki, kukhala pansi pa ntengo kuweranga buku"
"en: I realize that this may sound crazy, but I think I've fallen in love with your younger sister.","ny: Ndazindikira kuti izi zitha kuveka zamisala, koma ndikuganiza kuti ndagwa m’chikondi ndi mchemwali wako wamngo’no"
en: I think Tom is going to be pretty mad when he finds out that the painting he bought is a fake.,ny: Nduganiza kuti Thomu adzakwiya kwambiri akadzazindikira kuti chopenta chomwe anagula sichenicheni/chabodza/chonamizira
"en: I think if I talked more often with a native speaker, my English skills would improve quickly.","ny: Nduganiza kuti ndinakamayankhulana pafupipafupi ndi mbadwa za chiyankhulo, kuthekera kwa chizungu changa kukanapita
patsogolo mwansanga"
"en: I tried explaining the algebra homework to him, but it just went in one ear and out the other.","ny: Ndinayesetsa kumufotokozera ntchito yakunyumba ya agebula, koma zimalowa khutu lina kutulukiraso lina"
"en: If the universe is full of stars, why doesn't their light continually light up the entire sky?","ny: Ngati dziko ndilo dzala ndi nyenyezi, nanga bwanji sikukhala kuwala kosalekeza kuwalitsa ku mwamba"
"en: If we were supposed to talk more than listen, we would have been given two mouths and one ear.","ny: Ngat timayenereka kuyankhula kwambiri kusiyana ndi kuvetsera, ndiye bwezi titapatsidwa pa kamwa pawiri ndi khutu limodzi"
"en: In conversation, one is likely to find out certain things about the other person quite easily.","ny: Pakuyankhulana, nkotheka munthu kuzindikila zinthu zina za munthu winayo mosavuta"
en: It's my fault that the cake was burned. I was talking on the phone and didn't notice the time.,ny: Linadali vuto langa kuti Kekeyo ipserele. Ndimayankhula pa lamya ndiye sinnazindikire za nthawi
en: It's no use confessing your sins to the priest if you don't think twice before repeating them.,ny: Nzopanda ntchito kuwulula machimo ako kwawa nsembe ngati sulingalilaso kachiwiri usanakawachitenso
"en: Money can't buy happiness. However, it's more comfortable to cry in a Maserati than on a bike.","ny: Ndalama singagule chisangalalo. Komabe, zimavekako bwino kulira uli mu Maserati kusiyana ndipa njinga"
en: That knife was so blunt I couldn't use it to cut the meat so I had to rely on my pocket knife.,ny: Mpeniwo unali wosatwa/ wobunya sindinakakwanitsa kugwiritsa ntchito podulira nyama kotero ndinadalira mpeni wanga wa muthumba woyenda nawo.
en: This note summarizes some information that we hope to discuss at the meeting in San Francisco.,"ny: Ka nusu aka kakufotokozera mwachidule uthenga wina womwe tikuyembekezera kukambirana ku mkumano waku Sani
Fulasisiko"
en: Tom called Mary to ask her whether she wanted him to buy some bread on his way home from work.,ny: Thomu adayimbira Mele kuti amufuse ngati amafuna kuti iye aguleko buledi akamachoka ku ntchito
en: Tom told the children that they could stay in this room as long as they didn't make any noise.,ny: Thomu anawauza ana kuti akhoza kukhala mu chipanda chake bola asapange phokoso lilirose
en: Tom wished he had had the courage to jump into the river and save the baby that had fallen in.,ny: Thomu anafunitsitsa kuti anali ndi kulimba ntima kujowera mmumtsinje ndipulumutsa nkhanda lomwe linagwelamo
en: Tom's an irritating person to work with because he'll never admit it when he's made a mistake.,ny: Thomu ndimuthu osasangalatsa ((obowa)) kugwira naye ntchito chifukwa savomereza akalakwitsa
"en: When we are away from home, nothing gives us more pleasure than to receive a parcel from home.","ny: Tikakhala kutali ndikunyumba/mudzi, palibe chomwe chimasangalatsa ngati kulandila katundu wochokerakunyumba/mudzi"
"en: As soon as I can get my son to scan our family photos, I'll upload some of them to our website.","ny: Ndikangopanga zoti mwana wanga ajambule/apange sikani zithunzi za banja lathu,ndidzaziika pa webusaiti yathu"
"en: For some reason, people have been avoiding me like the plague ever since I got back from India.","ny: Pazifukwa zina, anthu akhala akundipewe ngati mulili wa matenda chibwerereni kuchoka ku Indiya"
en: It wasn't until long after they got married that Tom found out that Mary was wanted for murder.,ny: Sipanatenge nthawi chikwatiliraneni pomwe Thomu anazindikira kuti Mele amafuna kuphedwe
en: Mary waited years for Tom to get out of prison and was very happy when he finally got released.,ny: Mele anadikira zaka zambiri kuti Thomu atulutsidwe mu ndende ndipo anali osangalala atatulutsidwa
en: Never work on electrical wiring without unplugging it; it's a bad idea. I know from experience.,ny: Osayelekeza kugwila ntchito zolumikiza magetsi musanazuleko; ndiganizo losakhala bwino. Ndikudziwa izi kuchokera pa zomwe ndadutsamo
"en: Professional translators quite often specialize in just one field, for example law or medicine.","ny: AKadaulo azotathaunzira nthawi zambiri amayika chidwi pa chithu chimodzi, mwa chitsanzo zamalamulo kapena zamankhwala"
en: The bursting of Japan's so-called bubble economy sent shockwaves through international markets.,ny: Kufwamphuka/kuchita bwino kwa zachamu ku Japan kwa dabwitsa misika yapadziko lapansi
"en: Tom could hear a commotion in front of his house, so he went outside to see what was happening.","ny: Thomu adava chiphokoso kutsogolo kwa nyumba yake, ndiye anatuluka panja kuti akaone chomwe chikuchitika"
en: Tom wondered how many times he'd have to tell Mary to clean her room before she finally did it.,ny: Thomu anaganizila kuti azimuuza Mele kangati kuti akhoze chipinda chake asanachitedi izi
"en: We have considered your proposal, and we have decided that we are not able to reduce the price.","ny: Pempho lanu talilingalira, ndipo tapanga ganizo lakuti sitikwanitsa kuchotsera ntengo"
en: We humans have a great way of twisting facts to fit our conclusion as soon as we have made one.,ny: Ife anthu tili ndi njira yabwino yophindula/ sandula/khotetsa zowona zake za chithu kuti zilingane ndimomwe mathero tawapangira
"en: When he left the Army, Roger Miller moved to the home of country music in Nashville, Tennessee.","ny: Atachoka ku Ame, Roja Mila anasamukira ku chimake kwa nyimbo za kauntile ku Nashivile, Tenizi"
"en: When out at sea, to keep the fish that is caught from spoiling, it is immediately refrigerated.","ny: Mukangotuluka panyanja, kuti nsomba nzomwe mwagwira zisaonongeke, zimayikidwa mwachangu mu filiji"
"en: When the train goes through the station, the windows rattle noisily and the whole house shakes.","ny: Thileni ikamadutsa pa siteshoni,ma zenera amaapanga phokoso lonjenjemera ndipo nyumba yose imagwedezeka"
"en: You mustn't think only about your job, you must also think about the importance of your family.","ny: Sukuyenera kumangoganizira za ntchito yako, uziganizilaso kufunikila kwa banja lako"
"en: According to the old man I met yesterday, cockroaches can be eaten and don't taste all that bad.","ny: Kutengera munthu wachikulire yemwe nnakumana naye dzulo, akuti mphevu zitha kudyedwa sikuti zimaveka udyo"
"en: After Tom had eaten all the popcorn in the bowl, he went back into the kitchen to pop some more.","ny: Tom atadya popcorn yense yemwe anali mu mbale, anapita ku khitchini kukapanganso popcorn wina."
"en: Although he had fewer supporters among the governing class, he was able to get the popular vote.","ny: Ngakhale anali ndi omusapotera ochepa mu gulu la olamulira, iye anakwanitsa kupeza voti yotchuka"
"en: Cesar Chavez died in 1993 at the age of sixty-six. More than 40,000 people attended his funeral.","ny: Siza Chavezi anamwalira mu chaka cha 1993 ali ndi zaka makumi asanu ndi imodzi, ndi makumi faifi ndi imodzi/sikisite.Anthu opitilira mphambu makumi anayi anapita kumaliro ake."
"en: Don't worry. He may look intimidating at first glance, but he's actually a very friendly person.","ny: Osadandaula.Amaoneka owopyeza ukamuona koyamba, koma ndi munthu ochezeka kwambiri"
"en: I thought a bunch of people would go water skiing with us, but absolutely no one else showed up.","ny: Ndimaganiza kuti kagulu ka wathu kapita nawo kukasewera madzi ndi ife, koma mwa theradi angakhale mmodzi sanabwere nafe"
"en: I thought doing this would be easy, but we've been working all day and we're still not finished.","ny: Ndimaganiza ngati kupanga izi kukhala kophweka, koma takhala tikugwira tsiku lose ndipo sitinamalizebe"
"en: If you want to change the world, start with the person that you see in the mirror every morning.","ny: Ngati ukufuna kusitha dziko, uyambe ndi munthu yemwe umamuona pagalasi tsiku lililose/ uyambe iwe mwini"
en: Investment in education is undoubtedly the only effective way to bring a country out of poverty.,ny: Kuchulukitsa ndalama kumaphunziro ndi njira yokhayo yosakaikitsa yomwe dziko lingachokere mu umphawi
en: It is needless to say that an experienced person will do better than someone without experience.,ny: Ndizosafunikira kunena kuti munthu yemwe ali ndi zaka zambiri zodziwira chithu ndiemwe atha kuchita bwino kuposa wina opanda
en: It's a lot less likely for a Macintosh computer to have a virus than a computer running Windows.,ny: Zosatheka kuti ma compyutala a Macintoch akhoza kukhala ndi virus mu window
en: Most people say that the best way to learn a foreign language is to learn from a native speaker.,"ny: 255Most people say that the best way to learn a foreign language is to learn from a native speaker.
Anthu ambiri amati njira ya bwino yophunzirira chiyankhulo cha dziko lina ndikuphuzira kuchokera kwa mbadwa yachiyankhulocho."
"en: Since I haven't received an answer, I was wondering if maybe my mail never got delivered to you.","ny: Popeza sinnalandire yankho, ndimaganizira kuti mwina emelo yanga sinnatumizike."
"en: The ability to work hard is an admirable quality, but the ability to relax is equally important.","ny: Kuthekera kolimbikira ntchito ndi chithu chokhumbirika/chosilirika, koma kuthekera kopuma nkofunikiraso"
"en: The most interesting information comes from children, for they tell all they know and then stop.","ny: Uthenga osangalatsa kwambiri ndiwochokera kwa ana, iwo amafotokoza chilichose chomwe akuchidzidwa keneko amalekeza"
"en: Tom said that he doesn't want to hurt you, but if you come around here again, he'll beat you up.","ny: Thomu adati iye samafuna kukuvulaza, koma ngati ungabwereso kunoko, adzakumenya"
en: Tom says he can't understand how Mary manages to make so much money working only one day a week.,ny: Thomu akuti sakutha kuvetsa momwe Mele amakwanitsira kupanga ndalama zochuluka kungogwira tsiku limodzi pa sabata
en: Carbon monoxide is a poisonous substance formed by the incomplete combustion of carbon compounds.,ny: Carbon monoxide ndi mpweya oyipa omwe umapangidwa chifukwa cha kusalumikizana bwino kwa ma carbon
en: He is usually straightforward and sincere and thereby gains the confidence of those who meet him.,ny: Iyeyu nthawi zambiri ndiwachindunji ndiwoona ntima ndipo amapeza chikhulupiriro kwa omwe wakumana nawo
"en: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday are the seven days of the week.","ny: Lolemba, Lachiwiri, Lachitatu, Lachinayi, Lachisanu, Loweluka ndi lamulungu ndi masiku asanu ndi awiri apa sabata"
"en: Roger Miller learned to play the guitar and the violin. Much later, he learned to play the drums.","ny: Roja Mila anaphunzira kusewera/kuyimba gitala ndi vayolini. Patsogolo pake, anaphunzira kuyimba ngo’ma"
"en: She advised him to visit Boston, because she thought it was the most beautiful city in the world.","ny: Anamulangiza kuti azayendere Boston, chifukwa ndi chakuti amaganiza kuti ndi mzinda wokongola zedi pa dziko lonse lapansi."
"en: Tom gave a famous singer ten thousand dollars to come to the restaurant to sing ""Happy Birthday.""",ny: Thomu anapeleka ma dola okwana mazana khumi kwa oyimba otchuka kuti abwere kudzayimba Kumalo odyera “Hape Bethide”
en: Tom left the milk unattended on the stove and it boiled over and went all over the kitchen floor.,"ny: Thomu anangosiya mkaka pa sitovu osawunga’nira, ndipo unawila nkutayikila pansi ponse ku khitchini"
"en: When you have eliminated the impossible, whatever remains, however improbable, must be the truth.","ny: Mukachotsa pazosatheka,zilizose zingatsalezo, ngakhale zingaoneke zosatheka,zikuyenera kukhala zolondola"
"en: Foods rich in vitamin E include dark-green, leafy vegetables, beans, nuts and whole-grain cereals.","ny: Zakudya za vitameni E ndi monga masamba obiriwra, nyemba, ntedza ndi chimanga chosakonola"
"en: From personal experience, I know that any encounter with him will leave a bad taste in your mouth.","ny: Kuchokera mu zondichitikira, ndinadziwa kuti mukakumana naye asiya fungo loipa mkamwa mwako."
en: Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for a lifetime.,ny: Mpatseni munthu nsomba ndipo mumudyetsa kwa tsiku. Mphunzitseni kuwedza ndipo mumudyetsa moyo wake wose
en: His novel ideas are time and again getting him into trouble with his more conservative colleagues.,ny: Ganizo lake la kabuku ka nkhani zikumulowetsa mavuto nthawi zonse ndi azizake ambiri osakhazikika.
en: I heard that one way to stay healthy is to avoid eating any food with unpronounceable ingredients.,ny: Ndinava kuti njira ina yokhalira wathanzi ndiko kupewa zokudya zomwe sawulula zomwe agwiritsa ntchito popanga
en: I think it's unlikely that the next version of Windows will come out before the end of this month.,ny: Nduganiza kuti ndizosatheka kuti fanizo lina la windozi lituluka mwezi uno usanathe
en: I've kept my weight down even though many of my friends have gained weight as they've grown older.,ny: Ndachepetsa thupi langa ngakhale kuti anzanga ambiri awonjezera thupi lawo pomwe akula
en: The boy I saw searching through the garbage can said that he had not eaten anything for four days.,ny: Mnyamata yemwe nnamuona akusaka mu dzala anati wakhala masiku anayi osadya kanthu
en: Tom told Mary that he thought a hippopotamus could run at a speed of about 30 kilometers per hour.,ny: Thomu anauza Mele kuti amaganiza kuti Mvuu zikhoza kuthamanga pa liwiro la makumi atatu pa ola iliyose
en: Yesterday the unveiling of the founder's statue and the opening of the school building took place.,ny: Kufundukula Chilengulengo chamwini oyambitsa ndiku tsekulira sukulu zinachitika dzulo
en: You know that your English is good when people stop complimenting you on how good your English is.,ny: Umadziwa kuti chizungu chako ndichabwino athu akasiya kukuyamikila momwe chiliri bwino chizungu chako
"en: Even though Tom begged Mary not to go, she left with the children and went to live with her mother.","ny: Angakhale Tom anamupempha Mary kuti asachokepo, iye anachoka ndi ana omwe ndi kukakhala kwa amayi ake."
"en: I can't change the direction of the wind, but I can adjust my sails to always reach my destination.","ny: Sindingasithe komwe mphempo ikuchokera, komabe ndikhoza kupalasa bwatoli ndikukafika komwe ndikupita."
"en: I don't like snack bars. They're expensive, noisy, and full of the smell of tobacco and fried food.","ny: Sindikonda sinaki bala. Ndiyodula, yaphokoso ndiposo yodzala ndi mfungo la fodya ndi chakudya chokazinga"
"en: I've got a squeaking noise in my brand new car, and do you think I can find where it's coming from?","ny: Ndikuva phokoso mu galimoto yanga yatsopano, ukuganiza kuti nditha kupeza komwe likuchokera?"
"en: Scientists continue to discover new medicines, so there is always hope for people who are in comas.","ny: Anthu a sayansi akupitilizabe kupeza mavumbulutso a mankhwala a tsopano, ndiye chikhulupiliro chilipo kwa anthu omwe akhala chikomokere kwa nthawi yayitali"
"en: Since in this organization they're all chiefs and no Indians, it's a wonder any decisions get made.","ny: Kutengera kuti pa bungwe pano pali mafumu okhaokha opanda wampansi, ndi zodabwitsa mmene ziganizo zimapangidwira."
"en: Their influence becomes greater every day, but they are uncreative and can't make value judgements.","ny: Chikoka chawo chikunka nikulira tsiku ndi tsiku, koma alibe luso ndipo sangapange chiganizo cha bwinobwino"
en: Tom did everything within his power to save the children that were trapped in the burning building.,ny: Thomu anapanga chilichose chothekera kupulumutsa ana omwe anatsalira mu nyumba yomwe imayaka
en: Tom told Mary that he didn't think it was a good idea for her to go jogging in the park by herself.,ny: Thomu anawuza Mele kuti anaganiza kuti sinali ganizo labwino kupita kothamanga ku paki yekha
en: Giving up smoking is the easiest thing in the world. I know because I've done it thousands of times.,ny: Kusiya kusuta ndichithu chophweketsetsa pa dziko lino. Ndikudziwa chifukwa ndachitapo izi nthawi zambiri
en: I don't quite believe it when I hear someone claim they can speak more than five languages fluently.,ny: Sindimakhulupilira kwenikweni ndikamva wina akunena kuti akhoza kuyankhula ziyankhulo zopitilira zisanu momveka bwino kwambiri
en: I think it's unlikely that aliens similar to what we see in the movies have ever visited our planet.,ny: Nduganiza kuti ndizosatheka kuti zilengeredwa zomwe timaona mu ma filimu zinayamba zabwerapo padziko lathu lino
"en: If you spend too much time in the sun without putting on sunscreen, you are likely to get a sunburn.","ny: Ngati ukukhalitsa padzuwa osapaka Mafuta ozitetezera kudzuwa , zachidziwikire ukhala ndi zilonda za dzuwa"
en: One of the greatest secrets of happiness is moderating your wishes and loving what you already have.,ny: Chinsisi chachikulu cha chisangalaro ndikuchepetsa zofuna zako ndikukonda zomwe uli nazo kale
"en: That knife wasn't sharp and I couldn't cut the meat with it, so I resorted to using my pocket knife.",ny: Mpeniwo sunali wakuthwa ndipo sinnakwanitse kudulira nyama. Ndiye nnaganiza zogwiritsa ntchito mpeni wanga oyenda nawo
en: There have been a lot of complaints from consumers that our products don't last as long as we claim.,ny: Pakhala madandaulo ambiri kuchokera kwa ogula athu kuti katundu wathu sakukhala olimba ngati momwe timanenera
en: Tom was unsure what Mary would be like and he wondered whether she would get along with his friends.,ny: Thomu sanali otsimikizika ntima kuti Mele akhala otani ndipo anaganizira ngati angatolelane ndi a anzake
"en: Before I get out of bed, I spend a little time thinking about what I'll be doing the rest of the day.","ny: Ndisanadzuke pa bedi, ndimakhala ndi nthawi yolingalira zomwe ndizichita tsiku lose"
"en: I looked in my closet for something to wear, but couldn't find anything appropriate for the occasion.","ny: Ndinayanga’na malo anga osungila zovala kuti ndipeze chovala choti ndivale, koma sinnachipeze chogwirizana ndi zochitika"
"en: I watched the film named ""Texas Chainsaw Massacre"" with my girlfriend yesterday. She was very afraid.",ny: Nawonera filimu yotchedwa “Tekisasi Tchainiso Masaka” ndi chikho/chibwenzi changa dzulo. Iye anali ndi mantha kwambiri
"en: In order to get some information about Japanese economic problems, you'll find this book very useful.","ny: Kuti mupeze uthenga wokhudza mavuto a zachuma aku Japani, utha kupeza bukuli lothandiza"
en: The pledge to stop smoking cigarettes ranks among the top ten New Year's resolutions year after year.,ny: Kudzipeleka kusiya kusuta fodya ikumakhala zithu khumi zoyambirira pa chisankho chomwe anthu akumanga chofuna kusitha chaka ndi chaka
en: Tom did everything within his power to keep Mary from being elected president of the student council.,ny: Thomu anachita chilichose chothekera kuti Mele asankhidwe kukhala mtsogoleri wa khanso ya ophunzira
en: Tom wondered why many people in America think that baseball is more interesting to watch than soccer.,ny: Thom amadzifunsa kuti ndi chifukwa chani anthu ku ameleka amaganiza kuti besibo mdi osangalatsa kwambiri kuposa kuonera mpira wa miyendo
"en: If you're tired, why don't you go to sleep? ""Because if I go to sleep now I will wake up too early.""","ny: Ngati watopa, osakagona bwanji? ""chifukwa ndikakagona panopa ndidzuka molawirira"""
"en: A young boy, who couldn't have been more than five years old, asked Tom how to get to the post office.","ny: Kamyamata kakango’no, komwe kanali kosapitilira mwina zaka zisanu, kanafunsa Thomu komwe kunali/ angapeze positi ofesi"
en: I was just wondering if I could borrow three hundred dollars from you. I can pay you back next Monday.,ny: Ndimaganiza ngati ungandibwerekeko ma dola okwana zikwi zitatu.Nditha kukubwezera lolemba likubwerali
"en: My father, grandfather, great-grandfather and great-great-grandfather all had the same name as I have.","ny: Bambo anga, agogo anga, agogo a gogo awo ndi agogo agogo awo agogo awo ose anali ndi dzina lofanana ndilanga"
"en: Some people consider it a waste of time to study languages such as Klingon, Interlingua and Esperanto.","ny: Anthu ena amaona kuti ndikutaya nthawi kuphunzira ziyankhula monga Kilingoni, Intalanguwa ndi Esiperanto"
en: The Super Nintendo's graphics are amazing. They're so much better than those of the original Nintendo.,ny: Zinthunzi za Supa Nitendo ndi zabwino kwambiri.Ndi abwino kuposaso za Nintendo weniweni
en: The iPad would be a perfect solution for me if it could properly display web pages with Flash content.,ny: Ayipadiyo inakakhala yankho lolaza kwa ine inakakhala kuti ikumaonetsa bwinobwino masamba a intaneti ndi zowonetsa za phanipani
en: Tom was determined not to make the same mistakes with his children that his parents had made with him.,ny: Thomu anayikilapo kuti asabwerezeso zolakwika pa ana ake zomwe makolok ake anchita ndi iyeyo
"en: When you watch television or listen to the radio, the music which you hear is often African in origin.","ny: Ukamaonera kanema kapena kumvera wailesi, nyimbo zomwe umamva ndi zenizeni za ku africa."
en: You should make sure that you get there on time. Tom won't wait more than ten minutes if you are late.,ny: Uyesetsa kuti ukafike kumeneko mu nthawi yake. Thomu sanangakadikire modutsa phindi khumi ngati utachedwa
"en: If you're not happy with your purchase, you can return it at any time. ""Could I get that in writing?""","ny: Ngati simuli osangalatsidwa ndi zomwe mwagula , mutha kubweza nthawi ina iliyose. “ mungandilembereko zimezo?’’"
"en: Disconnect the power cable from the modem, wait for approximately one minute, then reconnect the cable.","ny: Chotsani nthambo ya magetsi polumikizilapo, mudikile phindi imodzi mongoyelekeza, kenako mulumikizaso nthamboyo"
"en: I look for all the world like an athlete in this outfit, but the truth is I don't do any sports at all.","ny: Ndimaoneka ngati othamanga padziko lonse lapansi ndikavala zothamangirazi, koma choonadi ndi chakuti sindipanga masewero ena alionse olimbitsa thupi."
en: The attitude of the court toward young criminals is different from its attitude toward adult criminals.,ny: Momwe bwalo la milandu limaonera opalamula achichepele ndizosiyana ndi momwe limaonera opalamula chikulire
en: There were three hundred cardboard boxes filled with old clothes ready to be sent to the disaster area.,ny: Panali ma bokosi zikwi zitatu odzadza ndi zovala zakale omwe amatumizidwa ku dera lomwe kunagwa Ngozi ya dzidzidzi
en: Tom felt the stiffness in his joints as he stood up after sitting in the same position for a long time.,ny: Thomu anava kulimba polumikizila mafupa pomwe amayimilira atakhalitsa malo amodzi kwa nthawi yayitali
en: Tom prefers to take a shower in the morning while Mary prefers to take a bath just before going to bed.,ny: Thomu amakonda kusamba mmawa pamene Mele amakonda kusamba asanapite kugona
"en: Tom sprang out of bed, threw on some clothes, ate breakfast and was out of the door within ten minutes.","ny: Thomu anadupha mwachangu kuchoka pa kama, n’kuvala zovala, kudya mfwisulo ndipo anatuluka pakhomo pasanathe phindi khumi"
"en: If you'd told me about it earlier, I could've been free. However, tomorrow I have plans to go back home.","ny: Ukanandiuza poyamba pomwe, nkanapeza mpata. Komabe, mawa ndili ndi malingaliro obwelera kunyumba"
en: It takes more time to prepare the car for getting painted than it takes for the actual paint job itself.,ny: Zimatenga nthawi yaitali kuti mupaka kachikena utoto pagalimoto kusiyana ndi kupaka koyambilira.
"en: On school nights, Tom goes to bed at nine o'clock, but on Fridays and Saturdays, he stays up much later.","ny: Ma usiku a ku sukulu, Tom amagona 9 koloko usiku, koma Lachisanu ndi Loweruka, amagonereza."
"en: Some people think that it is difficult for a native speaker of English to learn Chinese, but I disagree.","ny: Athu ena amaganiza kuti ndi kovuta kwa muthu yemwe amatha chingerezi chokha kumphunzira chi chainizi, koma ine ndikutsutsana nazo izi."
en: The world's greatest singers and most of its famous musicians have been fat or at least decidedly plump.,ny: Woyimba wodziwika bwino padziko lonse lapansi ndi wontchuka akhala onenepa kapena ochulukidwa ndi chithupi.
en: Tom and Mary don't have much time to talk together. Their children are always demanding their attention.,ny: Tom ndi Mary alibe nthawi yokwanira kuti ayankhulane. Ana awo nthawi zonse amafuna kuti aziwalabadira.
"en: Tom thinks he knows how much money Mary makes, but Mary makes quite a bit more than Tom thinks she does.","ny: Tom amaganiza kuti amadziwa kuchuluka kwa ndalama zomwe Mary amapanga, koma Mary amapanga ndalama zochulukirapo kusiyana ndi mmene iye amaganizira."
"en: During hard times, people might not go on a trip, but they might be willing to pay extra for good coffee.","ny: Mu nthawi zowawitsa, anthu akhoza kusafuna kuyenda ulendo, koma akhoza kukhala ofuna kupereka ndalama yowonjezera kuti apeze coffee wabwino."
"en: If you watch the sun setting on a warm, damp day, you can see the moisture changing the shape of the sun.","ny: Utati uonetsetse kulowa kwa dzuwa mu nyengo yotentha, ukhoza kuona ngati mtambo wa chinyezi ukusitha maonekedwe a dzuwalo."
"en: Some superstitious people in America believe that if a black cat crosses your path, you'll have bad luck.","ny: Anthu ena azamatsenga ku America amakhulupilira kuti ngati uona mphaka wokuda akuwoloka nsewu onwe ukuyendamo, ukhala ndi tsiku la tsoka."
"en: The trouble with the world isn't that people know too little, but they know so many things that ain't so.","ny: Vuto ndi dzikoli ndi lakuti anthu sadziwa zochepa, koma amadziwa zambiri zomwe sizali mmene amaganizira."
en: The worst-case scenario is that Tom will lose his job and won't be able to keep up his mortgage payments.,ny: Choipa ndi chakuti Tom achotsedwa ntchito ndipo santha kulipilanso ngongole yake.
en: Thomas A. Edison so loves his work that he sleeps an average of less than four hours of each twenty-four.,ny: Thomas A. Edison amakonda kwambiri ntchito yake moti amagona ma ola osaposera anayi pa maola nkhumi ndi anayi.
en: We were unsure what kind of person Tom would be and whether he would like living in the same house as us.,ny: Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira
